sensor_image,object_label,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,shear_1,shear_2,shear_3,shear_4,shear_5,shear_6
image_27.png,edge,-0.711550665,0,2.529651798,9.891887745,-0.176167857,-44.76734302,0.644199297,3.753487934,0,-3.350613958,-3.409069806,-1.005363215
image_28.png,edge,-4.139577739,0,3.685647249,3.857075376,11.15808814,-44.76623798,4.741660552,-0.50004354,0,1.78708707,1.521462386,0.723171555
image_29.png,edge,1.488890137,0,1.424542884,2.739526186,14.69646722,-44.75852678,4.704621645,-0.878258245,0,-0.222082301,1.262898859,-2.532537041
image_30.png,edge,-2.629651015,0,3.236653912,-7.910742012,-13.3507859,-44.74877332,1.405265414,-2.362136048,0,2.818278269,-3.906445027,-1.374057485
image_31.png,edge,2.98443322,0,3.606006605,1.702348694,1.32107138,-44.73781303,4.453646959,-0.43031795,0,-1.875522725,-4.504733139,4.576531173
image_32.png,edge,1.59126139,0,3.126208564,5.562956442,-1.400921042,-44.72918714,2.850713438,1.516152953,0,1.073746642,1.640223677,-0.275672541
image_33.png,edge,-0.292777962,0,3.499397267,-9.150235886,3.746988082,-44.72177295,-1.542701123,-3.118293082,0,-2.71351143,-3.038420554,-1.060773304
image_34.png,edge,-2.481331588,0,3.664741282,-8.227948524,-9.660363759,-44.71227808,-3.740739918,0.774870427,0,2.063292568,-1.983810283,0.145773734
image_35.png,edge,2.642744203,0,4.752854426,-11.80484806,-3.114935346,-44.64931705,-2.297573194,2.114530512,0,3.79190985,0.205400739,1.010184917
image_36.png,edge,-1.040369959,0,1.14114738,12.28341065,7.577940842,-44.64323397,1.367338924,-2.58304708,0,2.110909037,3.685381469,-0.954946079
image_37.png,edge,-0.009911059,0,1.800953328,-0.802500289,-6.940434844,-44.63876632,0.107745854,1.354604391,0,-2.152078462,-2.928982231,-2.528188069
image_38.png,edge,4.543441729,0,1.510296938,6.098005944,10.73241872,-44.60837972,0.105247821,-1.104839237,0,-3.197278787,2.852105306,0.500988395
image_39.png,edge,1.32834562,0,4.492574999,-1.20656714,-3.350108469,-44.57846031,-4.677710932,-1.56834629,0,-1.019212926,-3.96679344,-1.860427151
image_40.png,edge,-4.331938912,0,1.113159729,2.009789234,-4.05472908,-44.56439884,-3.129307357,3.07683428,0,-1.09978032,4.253083563,4.96635545
image_41.png,edge,0.737475439,0,4.15519325,-0.292527102,0.563408262,-44.55741771,3.811748092,4.88989713,0,4.786219005,-0.781428067,-0.283699762
image_42.png,edge,1.410225547,0,4.563880043,13.93816455,-12.87279851,-44.55592557,-1.270591175,0.46129505,0,-0.285907021,1.512662923,-4.731482258
image_43.png,edge,4.276271412,0,2.63582451,1.74582406,-13.90150188,-44.55298597,2.923360085,3.678350917,0,0.602378409,-0.181803802,1.005791676
image_44.png,edge,0.511307755,0,3.214089088,1.047186376,5.869440857,-44.54883901,0.641494493,-1.930677028,0,2.384281533,-1.745656425,-4.363857942
image_45.png,edge,-3.960493541,0,2.857790784,6.166192771,6.842776053,-44.54559371,-1.499761207,1.152242496,0,-3.590993683,0.369705983,4.711651819
image_46.png,edge,0.918647502,0,4.18091285,-9.080119816,-0.700143731,-44.54223963,1.033719527,-1.39430849,0,3.831015181,-2.042156709,-3.384271303
image_47.png,edge,-4.826232136,0,2.911457509,12.86028186,-10.99614112,-44.53997948,-4.180143218,-2.929582697,0,4.702449237,-3.466393956,-4.618150424
image_48.png,edge,-4.456710812,0,1.051393787,-10.22665456,-11.71909125,-44.53667408,-1.25534886,2.243418835,0,-3.414050212,-1.706409855,-4.485065438
image_49.png,edge,-4.088641308,0,3.896577731,-14.84946816,1.302624305,-44.53292047,-4.32591533,-0.226081456,0,4.514797484,0.476704633,2.964995352
image_50.png,edge,-3.111427765,0,1.609200068,7.319451786,-6.3113423,-44.52987109,-0.452494929,4.372660514,0,4.994149081,-1.806259734,-4.253081472
image_51.png,edge,4.654725827,0,2.733263479,10.66075877,-13.2112113,-44.52268671,-0.704555587,4.480251437,0,-2.692305396,4.499802179,0.683149467
image_52.png,edge,0.510733066,0,4.797019112,2.92121934,14.44959056,-44.51953096,1.274412399,3.071590044,0,0.399384634,-0.351114501,-4.618734563
image_53.png,edge,2.233659389,0,2.59162639,6.621352725,-4.434882107,-44.51515909,-4.158184945,1.925314462,0,1.572970703,-0.757146288,-3.07277218
image_54.png,edge,2.49161549,0,1.822735177,-0.017518844,-4.806044516,-44.50472503,-0.114217891,-3.809253594,0,-2.236548634,2.591106518,-0.072494262
image_55.png,edge,-0.77042053,0,4.788365639,7.592064906,-13.93877614,-44.50291803,-1.014272291,4.732863792,0,0.176143505,2.520505199,-0.715406454
image_56.png,edge,-1.741704771,0,2.963840832,14.68423467,-6.544655174,-44.49135635,-2.860189205,3.388263792,0,0.969691343,0.776536305,-0.435699655
image_57.png,edge,-1.640004367,0,1.519197866,4.924444202,-5.64263323,-44.48198891,3.832091659,1.012156796,0,-1.556321514,-2.02295056,-3.331441224
image_58.png,edge,0.770561762,0,3.181171045,14.74837653,2.254686483,-44.47558071,-3.660318614,-2.677359963,0,-4.472480102,1.587441999,4.842761859
image_59.png,edge,1.050535773,0,1.968726211,-2.664389957,9.596247299,-44.47098608,4.210779884,0.035105281,0,-2.255562664,1.925918951,2.980021763
image_60.png,edge,3.149779561,0,3.489696271,13.94699514,13.12985818,-44.46608386,2.236844449,1.902981508,0,-4.71960933,1.781069962,2.336117902
image_61.png,edge,-3.963374333,0,3.002708737,-10.26475915,8.849470853,-44.45690029,0.265703574,-3.439106721,0,-0.788172056,-0.436640394,3.011566815
image_62.png,edge,4.938200984,0,4.937417904,-14.28937951,3.092306587,-44.41535084,3.308635052,0.301277343,0,1.383325915,0.289994688,-0.563781578
image_63.png,edge,1.353269444,0,3.773096486,-6.638943681,14.12952222,-44.40557127,-0.023566859,-0.033752023,0,-3.95461831,4.356472101,1.366672809
image_64.png,edge,-1.618516448,0,3.157696116,-14.71037552,12.75143288,-44.39737604,3.235625539,3.194650286,0,1.134892275,-1.090138928,2.119828278
image_65.png,edge,-2.141806073,0,1.087042585,5.34752312,7.042659409,-44.39610121,-0.289549728,0.750275607,0,3.068537771,1.146917316,0.156451146
image_66.png,edge,-1.450442543,0,3.838959021,-4.874765937,-1.607171842,-44.38664974,2.754394213,4.462214374,0,-3.896297511,-2.552886327,4.621655094
image_67.png,edge,-2.344866179,0,1.441867437,-8.497618398,-14.54660904,-44.38196138,-4.039451043,3.52293485,0,-4.353414292,-2.131717712,1.761270455
image_68.png,edge,1.193588949,0,2.617924634,-7.163447489,-0.23423708,-44.38158724,2.460238074,4.919396598,0,-3.914600815,0.84397826,3.647572285
image_69.png,edge,-1.522926439,0,4.097109092,-9.937490348,0.054666623,-44.38032675,-3.332371552,4.659212504,0,1.598619905,2.893385311,1.280929488
image_70.png,edge,-2.763916753,0,3.37617109,-12.22667601,10.60805708,-44.35996017,-3.448878894,-4.081727838,0,-2.356591146,-4.226779895,-1.627929803
image_71.png,edge,2.363113139,0,4.5348779,-13.83039321,-14.77866113,-44.35908419,-3.098652054,-4.31701126,0,-0.999203048,-1.200719485,3.940718131
image_72.png,edge,2.938588856,0,2.117451666,2.938042133,-13.17308113,-44.35449878,-1.947442559,3.121769091,0,3.326046375,-4.027309325,2.328652618
image_73.png,edge,1.661471276,0,4.804202379,-3.350503215,-1.854920782,-44.3468362,4.769639974,-2.820532587,0,3.308034412,-0.564141854,-0.846636257
image_74.png,edge,0.031834765,0,1.845806393,8.082961185,6.523641273,-44.34314292,2.124791674,-2.525471714,0,2.17704568,2.067553627,-4.316623099
image_75.png,edge,-0.522604147,0,4.637180775,-8.587921979,-14.42061215,-44.34295179,-4.260855215,1.714462624,0,3.7411173,2.443257504,0.070924264
image_76.png,edge,-3.603391037,0,2.034765537,9.407998727,-12.85011575,-44.34199076,-2.137038612,3.235564779,0,0.189682652,-3.991567194,-1.610001602
image_77.png,edge,-3.137915047,0,2.772588237,-0.199608465,8.240453153,-44.31937443,-0.459343872,0.159276336,0,3.297920261,-1.040526882,3.868095711
image_78.png,edge,0.504317799,0,1.936905142,10.13209961,0.690431017,-44.31116634,0.680938805,3.774888312,0,-0.249353495,-4.107173857,0.52447037
image_79.png,edge,1.005632872,0,1.129260645,10.37373738,1.84217023,-44.31017292,-3.498627852,0.065982774,0,-1.604287519,-3.878539406,2.001754699
image_80.png,edge,-3.646933055,0,4.397295466,10.25583652,-10.7479913,-44.28572033,-0.138091363,1.867913131,0,0.373177863,-4.394495232,-4.302228646
image_81.png,edge,-1.380600247,0,4.428305576,9.361521712,1.480008515,-44.28506364,3.300428608,-3.83169715,0,3.908814352,3.716075552,-2.163487864
image_82.png,edge,4.664481603,0,4.36552486,7.112398273,-2.076042231,-44.28038628,-4.197362004,-2.32867203,0,0.022395125,1.251920938,4.819527034
image_83.png,edge,2.352642237,0,1.108452142,-1.561061315,-8.850236023,-44.27500804,1.943764353,-4.348338094,0,-4.039743202,1.797491061,2.937709788
image_84.png,edge,-1.877387333,0,2.911465096,-12.52664599,10.23842826,-44.27433044,-4.336662863,-3.80700783,0,3.623847804,-3.749968969,-3.947186627
image_85.png,edge,-3.465677048,0,2.820369071,-10.801813,7.066773084,-44.27372813,-3.009244855,4.233554123,0,-3.643736702,4.411551749,0.928642807
image_86.png,edge,0.033019033,0,2.30797302,9.819773163,-1.332879768,-44.22628041,1.219846623,-1.061424333,0,4.193295255,1.282406161,1.434539578
image_87.png,edge,1.113391803,0,2.029739797,5.510880454,4.443143733,-44.21994835,-2.406190949,-1.63897061,0,-2.170346476,-2.321480834,2.878774726
image_88.png,edge,-4.38468584,0,1.649300768,9.339135383,0.370032225,-44.20963972,2.837008358,-3.25732851,0,3.545018661,2.91419963,-1.463110102
image_89.png,edge,-3.818864701,0,1.110323822,-2.167785234,-1.506264463,-44.20410687,-2.22351851,3.086329661,0,-1.180616243,-4.095294009,0.612043707
image_90.png,edge,0.733091064,0,1.375116176,9.673509407,-2.317248574,-44.20377704,-3.791889865,0.25785624,0,1.160379456,-0.660402564,4.497455993
image_91.png,edge,1.827187757,0,3.286248473,0.477519229,-5.886839901,-44.19879682,1.39284154,-1.16615144,0,-2.340944799,-0.571690324,4.376970362
image_92.png,edge,3.813050504,0,4.607610055,9.654713458,-13.32505287,-44.17895468,2.669531776,1.142622189,0,-3.740465567,2.823763499,-0.012668759
image_93.png,edge,-0.19578272,0,3.261238682,-0.89448576,-4.02072868,-44.17088659,0.5096622,1.558624362,0,1.61576809,2.930011414,4.109867318
image_94.png,edge,0.57359601,0,4.959062216,8.026195913,3.757974816,-44.16799507,2.835120114,3.308858965,0,-1.060735464,-2.670110554,-3.933339021
image_95.png,edge,-3.354686575,0,4.310838648,7.379814447,5.693993122,-44.16095732,4.3753149,-3.297150252,0,-3.123208932,-0.752799052,-4.502749665
image_96.png,edge,-4.382579682,0,4.488977519,-11.15954577,-12.93732089,-44.14856436,-2.372765001,-2.492833528,0,4.88777603,3.567763264,0.647116936
image_97.png,edge,-1.056130273,0,1.910145343,-1.717917334,10.70218544,-44.14021213,0.021005996,0.789813566,0,-2.271454924,3.010250653,-0.296883297
image_98.png,edge,-0.99187773,0,4.983813117,-3.823147355,1.373986229,-44.12976142,4.992752847,-1.267042204,0,0.578528153,-3.929902944,-1.09023669
image_99.png,edge,-4.867954456,0,4.794341325,6.465382144,11.18425475,-44.12092087,4.457761266,-3.858109595,0,1.706187464,3.607141283,-0.321195894
image_100.png,edge,1.661046846,0,4.484993468,-6.89776062,-5.475711519,-44.11600483,3.554942735,-4.406309213,0,-2.644893397,0.920539719,2.351827267
image_101.png,edge,-2.698387751,0,1.410291766,-13.61594248,-6.489177028,-44.10680792,1.942945007,-4.472522168,0,-4.79027731,-0.135556783,4.53318828
image_102.png,edge,-0.83193124,0,4.193520735,1.615971242,-9.821505672,-44.10487763,1.372264693,1.21713469,0,-4.381120641,-2.648531642,4.211217787
image_103.png,edge,-3.789037754,0,4.199486702,4.150154964,-3.221662644,-44.09936177,4.119907672,-2.143672942,0,-2.332323698,-1.122073573,-2.825262149
image_104.png,edge,4.366839665,0,3.600188545,8.404964544,-9.493349834,-44.09344955,-0.0351762,1.296741657,0,-0.109865823,0.171906608,-3.278391004
image_105.png,edge,0.10993209,0,2.180796308,-0.102011698,-0.955515077,-44.09301656,-4.782719326,4.631050872,0,4.093066493,-1.915118547,-2.630592065
image_106.png,edge,2.552919179,0,4.153374623,-3.662240465,14.26890892,-44.07640608,4.347510984,3.419257228,0,-1.796946133,3.400274963,-1.379338519
image_107.png,edge,0.015897457,0,3.622801302,-2.584012026,7.311385766,-44.05956417,1.057119164,1.745499723,0,-3.655687198,4.26281196,-0.575553179
image_108.png,edge,-1.716089699,0,2.25419722,12.60700917,-1.368849171,-44.05152599,4.124839183,-4.939843534,0,2.158966058,-4.012737789,-0.671561711
image_109.png,edge,1.07165688,0,3.672977767,-3.621336002,-4.755089082,-44.04488713,-3.123416928,3.244807678,0,-2.924258743,-3.076566879,-2.346932196
image_110.png,edge,2.909223412,0,3.117916827,10.01988622,4.979469487,-44.04328898,3.91375181,3.480579926,0,3.276847543,3.908524983,3.705574113
image_111.png,edge,0.30540467,0,4.375054087,14.09538107,3.451398399,-44.00838415,0.590594586,-0.233999647,0,2.522828451,-4.825116557,0.180666994
image_112.png,edge,0.211252377,0,3.121920636,12.59322987,4.896124307,-44.00057622,2.565339415,4.929567358,0,4.994044067,-2.026899197,-3.698130408
image_113.png,edge,3.364737015,0,4.193919045,9.988978231,7.094476845,-43.99711273,0.311507432,0.916868614,0,-2.48518582,-0.146868858,3.912432873
image_114.png,edge,-3.580131691,0,4.197089842,13.83223805,-9.075444082,-43.97558736,-2.92983541,3.826393322,0,1.107197573,-4.923926004,3.085988035
image_115.png,edge,2.664723778,0,1.878953802,13.80292005,13.16771044,-43.97537969,4.821338959,-4.2737295,0,-1.863769308,-0.844311159,4.020304691
image_116.png,edge,2.943856366,0,3.355402496,14.24915712,-0.916935235,-43.97359026,2.82635342,-4.744534594,0,1.209497236,-0.146448591,-2.162864478
image_117.png,edge,-0.365122035,0,4.948565129,0.125426454,-1.628758588,-43.97205554,4.259493684,4.069286926,0,4.256999195,0.891315867,-3.350359756
image_118.png,edge,1.65335383,0,3.249646028,5.552394024,-8.816197195,-43.96257328,4.52636815,0.208030821,0,-2.778532468,-4.754832038,3.974787807
image_119.png,edge,-1.978479036,0,4.551106428,12.93196618,2.863891976,-43.94796525,2.998600628,-1.199876005,0,3.088115021,-0.015104238,-0.591728366
image_120.png,edge,4.16570533,0,3.441671589,4.852505143,11.31691285,-43.94179441,-4.207076827,-1.134315883,0,4.573002438,2.474390083,-3.177267271
image_121.png,edge,3.83030459,0,3.118734549,10.03691577,-14.01422595,-43.93315206,-1.688917566,-0.249457967,0,4.06641719,3.869357442,-1.697401372
image_122.png,edge,2.10462111,0,2.348679507,-0.922891481,2.215836928,-43.92689497,2.420354932,0.97947467,0,-3.009559044,1.842169003,2.107561936
image_123.png,edge,2.275966072,0,3.582835082,13.25852567,9.805992169,-43.92106006,-3.665580037,-0.803035682,0,-4.211469528,0.595287289,3.640085651
image_124.png,edge,4.802979898,0,2.124513451,-7.997755236,13.25077349,-43.89225096,-3.54449216,1.626934998,0,-1.079792928,-1.198296236,-0.726623637
image_125.png,edge,-3.183450981,0,4.76599636,-2.304108314,13.87547786,-43.889346,-3.628435859,-2.737187862,0,-0.723812164,-4.103509705,3.409048304
image_126.png,edge,2.07754327,0,1.120354831,6.296695523,-14.5133214,-43.88671427,0.652555762,-3.76846283,0,1.317776405,0.43698163,1.515578496
image_127.png,edge,3.999580034,0,4.58054746,2.251896812,13.52587529,-43.87320022,-0.243687886,2.179607344,0,0.738988112,-0.148539864,-4.722317102
image_128.png,edge,1.300042484,0,3.912836952,8.865119221,-3.420836106,-43.86867081,1.064170419,-2.743810491,0,-0.874326452,3.565228875,2.043021979
image_129.png,edge,-0.488353406,0,3.92285816,-9.2516303,11.83876737,-43.86646578,0.074179642,-4.924406934,0,-0.43422187,1.065845652,1.356823993
image_130.png,edge,0.534714806,0,3.05245962,-10.76893554,4.959693241,-43.86357553,4.783626426,1.660615097,0,-2.495085908,-0.876485896,3.895932314
image_131.png,edge,3.232302669,0,2.072733754,3.005306967,-8.070442175,-43.86195359,-1.680637527,0.436790117,0,-4.571435939,1.172014588,-0.814361913
image_132.png,edge,1.983556571,0,1.862671789,13.20747223,10.09759685,-43.85280469,4.275525537,3.166683182,0,-2.099923028,-0.460626786,-0.440300283
image_133.png,edge,4.974253948,0,4.611402795,-14.79941248,-0.244491729,-43.83060162,-4.565197152,4.90137986,0,3.411698794,1.719333663,-4.687404615
image_134.png,edge,4.772995118,0,2.142059698,-4.882055315,1.671330041,-43.82929433,-3.224399967,-1.486806815,0,1.984424168,-4.023030856,2.15105313
image_135.png,edge,-3.941999569,0,4.838109238,3.669592238,-12.60981825,-43.81309874,2.011932931,-0.815972424,0,-0.968783638,3.310979985,3.13210695
image_136.png,edge,-0.868176936,0,3.380886274,-6.116767956,-1.006818017,-43.78749604,3.856920574,1.85608598,0,-4.852867588,-2.497654863,-4.42304362
image_137.png,edge,4.816585854,0,1.997342537,-8.212028249,14.10411674,-43.78488359,4.958375966,3.666214693,0,-2.456406286,2.753750521,-4.040269929
image_138.png,edge,-3.652682436,0,2.840840804,11.94134007,13.22955993,-43.77651033,-2.923261717,-3.500265735,0,0.844408886,3.774857564,-1.370344073
image_139.png,edge,-1.421292835,0,3.2974297,-10.90564653,-0.963026675,-43.77605872,1.80026806,-4.004752226,0,1.922222261,1.523884948,-4.655824342
image_140.png,edge,4.395728569,0,4.671937672,0.528849793,-3.299880204,-43.77428301,-4.438540334,1.057004941,0,4.125793498,4.320196095,-0.230655902
image_141.png,edge,4.431740392,0,2.483522371,8.56161395,12.21153319,-43.77268274,3.618234771,-2.211843856,0,-3.982680923,4.514991035,2.372042603
image_142.png,edge,-0.096755401,0,1.673047248,7.283973755,-2.906512585,-43.75177803,1.594365673,-2.5498854,0,4.431137187,2.928744903,0.039117755
image_143.png,edge,1.919168947,0,3.869931445,12.35399593,1.915233081,-43.74321895,-0.486132756,-3.008120385,0,2.406835671,-4.042735606,-3.956893448
image_144.png,edge,3.63831619,0,4.290993747,2.946572807,-14.06294837,-43.71397866,-1.669032581,1.699176802,0,-1.016743642,-2.994512496,4.831814666
image_145.png,edge,4.56083694,0,3.328151002,11.63000284,3.270943674,-43.69836178,4.059191844,3.904821147,0,-2.551143852,-0.20005208,3.170357621
image_146.png,edge,-0.431747006,0,1.255839647,-5.375209317,10.81796016,-43.66320188,-2.454966423,4.162295184,0,0.613052774,-0.312315886,2.687200018
image_147.png,edge,4.108801407,0,4.601611212,-11.09918996,9.421003307,-43.6233952,-4.603142057,-2.566056945,0,-3.921765148,2.617869356,0.246759942
image_148.png,edge,-4.507211447,0,2.481715642,10.05176414,6.164148311,-43.61816321,-0.625082503,-3.819043675,0,-4.265714015,-2.346665096,4.425240568
image_149.png,edge,1.701398464,0,1.109263558,8.968466252,9.785974651,-43.60602153,1.521608933,-3.234927747,0,2.693598374,-1.788844864,-3.218667719
image_150.png,edge,3.329901419,0,1.888167527,-3.432523648,-7.894082377,-43.60051562,2.618698995,-3.233413496,0,2.027334486,3.86423577,-4.848813072
image_151.png,edge,1.228687781,0,4.16180495,-0.019983861,6.503782628,-43.58381795,2.371748344,-0.094517713,0,4.259021864,-4.400789791,3.147180917
image_152.png,edge,-2.874270338,0,2.8035702,-14.87014498,14.51089468,-43.58150923,-4.058530381,-0.551068167,0,-2.092447509,-4.825698151,4.712450729
image_153.png,edge,4.445074903,0,1.596977637,-0.108942695,-8.178363457,-43.56200639,3.441786936,4.113175692,0,0.121056983,0.316228762,-0.872137537
image_154.png,edge,0.588924846,0,4.73378409,-10.92473126,-1.399266909,-43.55711416,1.130025204,-1.178873338,0,2.514616157,-4.490024954,0.801679526
image_155.png,edge,-0.885118664,0,2.980403481,7.199585146,-12.28036442,-43.5436154,1.746750642,0.28213093,0,0.225469376,-3.400381922,-0.328520824
image_156.png,edge,0.729496866,0,3.420810997,4.625973277,3.28904515,-43.53484389,2.630176791,3.845856598,0,4.351371234,2.667102046,1.792451667
image_157.png,edge,2.324348777,0,1.99591982,-12.75922927,-9.810635837,-43.53197239,-4.461097505,-4.670023512,0,-0.086451387,-3.103864307,-0.958588456
image_158.png,edge,-4.979371752,0,1.713643896,-10.32782876,0.902964395,-43.48292686,-2.034566266,0.005734688,0,2.347241984,-4.159808332,-1.681379471
image_159.png,edge,4.067432661,0,2.071475867,13.55626493,-12.42912658,-43.47906809,-3.726580319,2.484366185,0,-1.126244003,3.132725106,-4.692431292
image_160.png,edge,-2.690244417,0,2.76502251,-13.24667186,-10.41400131,-43.46829861,3.238911313,0.28049004,0,0.121166371,-0.94019869,-4.269418111
image_161.png,edge,3.098913177,0,1.443424597,-2.63038752,-6.769042138,-43.46092334,2.484551162,2.645462476,0,0.670902493,-3.612513989,-3.472947002
image_162.png,edge,-4.760264469,0,1.121420788,2.298518379,8.623403685,-43.45623839,0.075554051,-3.656891499,0,-3.650814722,-4.581242522,-0.255947667
image_163.png,edge,1.802076636,0,2.859181623,7.05244443,8.116394492,-43.43554991,4.613642846,4.583576022,0,-2.730974521,-2.445899877,1.732234664
image_164.png,edge,-0.083419713,0,1.288984157,-2.622742788,12.12677476,-43.41660331,-4.434508789,-2.477784269,0,3.93677899,-1.511888797,1.861959236
image_165.png,edge,1.030865143,0,2.370328855,-9.085860506,-7.10923624,-43.40570045,3.847519764,-3.528824799,0,4.757074367,0.204895826,0.534730973
image_166.png,edge,2.303776661,0,1.21915784,7.138365979,11.48593761,-43.38223937,-3.121689127,-1.539355814,0,1.463540364,1.798164054,0.464263109
image_167.png,edge,-1.373216068,0,3.282219035,13.34107894,5.947615368,-43.37987839,4.603299555,-0.04495246,0,2.983212165,3.016428243,-0.025254528
image_168.png,edge,1.981639494,0,2.232270227,-0.460523709,0.989805098,-43.37947826,0.066426383,3.953624254,0,-0.497518895,4.513103991,-1.36741616
image_169.png,edge,2.654865223,0,2.936457789,13.98273775,-7.565299525,-43.37005818,-1.330575451,1.695302816,0,3.958465276,-0.440497354,4.736296278
image_170.png,edge,2.003613758,0,1.042324272,-3.056947003,2.364947617,-43.36772143,-3.616693046,3.525094202,0,-3.613103362,3.369871317,4.688290569
image_171.png,edge,4.44461065,0,1.447680173,1.199387949,3.509481794,-43.36557684,0.456890612,-3.178508194,0,4.282826024,4.149775244,-2.186072035
image_172.png,edge,-3.438934895,0,4.3380738,-4.467982191,2.177543106,-43.34857137,-0.287063372,3.421641477,0,-0.731625665,-3.551831029,0.363059578
image_173.png,edge,4.745739745,0,2.888699925,11.84277738,13.03142055,-43.34501211,4.756457584,-3.473232129,0,-3.645368091,-3.696430818,4.148251765
image_174.png,edge,-1.018690456,0,1.924071963,7.753254279,1.196046954,-43.33735637,-3.889185914,-0.522679548,0,2.908464226,-0.986880745,0.049413904
image_175.png,edge,-0.642118635,0,1.347683648,-11.4024143,11.55726656,-43.30229728,2.710827711,1.406290165,0,3.118644668,-2.422166607,1.540170466
image_176.png,edge,3.552883846,0,2.434703656,8.356304853,-13.36067059,-43.29626167,3.175533075,1.234607454,0,0.555192744,-3.519016806,1.216193276
image_177.png,edge,-3.997039594,0,1.034162867,8.948061347,11.27692003,-43.29232395,-3.403178762,0.804824054,0,1.947791962,4.405313499,0.233528074
