sensor_image,object_label,pose_x,pose_y,pose_z,pose_Rx,pose_Ry,pose_Rz,shear_x,shear_y,shear_z,shear_Rx,shear_Ry,shear_Rz
image_63.png,edge,3.611893764,0,3.425388774,0,0,-44.52109306,-0.859892216,-2.267347484,0,2.831606543,-0.958171093,1.6790673
image_64.png,edge,-0.530835578,0,2.49468981,0,0,-44.51118003,2.327981533,-4.707380042,0,1.360643811,4.443446452,-0.296667976
image_65.png,edge,-3.023731577,0,2.393487314,0,0,-44.49392809,4.164550985,1.08460329,0,-2.106023761,3.497327828,-1.316442341
image_66.png,edge,2.049499231,0,3.34258403,0,0,-44.48466183,-4.955436019,4.69800669,0,-1.411584064,2.314828282,3.863071144
image_67.png,edge,2.413644103,0,2.284727939,0,0,-44.47998886,1.363426837,-1.999768317,0,3.975153022,-3.973498317,2.250814643
image_68.png,edge,0.117616426,0,3.99227302,0,0,-44.47980115,-3.251587895,0.031970005,0,-3.699310598,2.146029298,-1.114604108
image_69.png,edge,3.399541122,0,3.604422641,0,0,-44.46628549,-3.102092085,-0.825232985,0,2.325239509,0.153515603,-3.483411953
image_70.png,edge,2.660292485,0,2.696896955,0,0,-44.46464792,-3.18096711,1.271467959,0,-0.570995738,-3.832991381,-0.506268775
image_71.png,edge,3.876726138,0,2.022981173,0,0,-44.44097315,3.277271377,2.347102377,0,-3.722817752,-3.557566231,3.761026632
image_72.png,edge,-2.4717399,0,2.911624107,0,0,-44.43921555,-0.562833107,0.636403952,0,2.264628204,1.567960151,-1.507318415
image_73.png,edge,-3.243185391,0,2.065446804,0,0,-44.43464064,3.898130883,-4.341674433,0,3.952013263,-2.485037107,2.093601933
image_74.png,edge,-3.937005598,0,2.487376069,0,0,-44.43347351,-0.319778334,-1.225926457,0,-2.135348379,0.351202288,-4.476403501
image_75.png,edge,-2.043211307,0,3.93156348,0,0,-44.3902791,-0.990265141,-3.990291922,0,-1.041392598,1.116963112,-0.348676174
image_76.png,edge,-4.221732526,0,2.514631598,0,0,-44.37398567,2.63688643,-3.860562262,0,-2.916186664,3.76013512,4.777683763
image_77.png,edge,-2.985564274,0,2.934320933,0,0,-44.36987312,-0.198776947,-0.941696431,0,-2.999884385,3.497359996,-4.287031895
image_78.png,edge,-3.461065771,0,3.195061426,0,0,-44.3652369,-3.434595598,0.541584896,0,-0.147959524,0.97779743,-2.044597569
image_79.png,edge,-3.886694341,0,3.836097852,0,0,-44.35982788,3.479909283,-3.663285697,0,2.566145919,-1.937428604,-4.54888354
image_80.png,edge,-4.265233645,0,2.540170881,0,0,-44.3518929,-4.740857519,1.841245818,0,-1.276168681,-0.47659619,3.799248066
image_81.png,edge,-1.041707966,0,2.098330583,0,0,-44.33540419,4.393157902,4.301779635,0,3.563094462,2.379122321,4.43077065
image_82.png,edge,-1.893663228,0,3.587772533,0,0,-44.33134096,0.175240061,1.131685214,0,3.994295147,4.871084713,-0.861100682
image_83.png,edge,0.581101474,0,2.768204982,0,0,-44.33118314,-1.129908189,0.395436342,0,2.665972181,-0.04370462,-0.795476441
image_84.png,edge,-1.976254036,0,3.880896633,0,0,-44.32809508,-4.072282704,4.38040857,0,3.855375142,-4.497332727,3.25996732
image_85.png,edge,3.220328571,0,2.918979238,0,0,-44.32788514,-1.90617901,4.048619572,0,-1.860728838,-3.199056759,1.217546793
image_86.png,edge,3.022711329,0,3.60943239,0,0,-44.31966401,3.628068179,3.215521531,0,3.35938757,-2.807062726,-4.033838757
image_87.png,edge,-1.407201685,0,3.856681652,0,0,-44.26747965,-1.593623591,1.270810129,0,3.697119847,1.599573232,3.342470463
image_88.png,edge,3.231592164,0,2.30639197,0,0,-44.26138144,0.567540649,3.957458945,0,-2.344530889,2.268891601,-3.189525149
image_89.png,edge,3.278631536,0,3.046658973,0,0,-44.24708373,-4.464628893,1.416707955,0,4.512044828,-2.871306588,-2.999135077
image_90.png,edge,0.381178684,0,3.314907009,0,0,-44.22197106,3.930786439,-2.485249235,0,-0.183084323,2.818520056,3.351472509
image_91.png,edge,-0.567647988,0,2.884414277,0,0,-44.21394675,2.248823224,-0.101344756,0,4.723655613,-2.483649427,-2.317771419
image_92.png,edge,4.990410014,0,3.444912593,0,0,-44.21122114,1.747516819,3.276335385,0,-0.879287582,2.29690346,-3.048702507
image_93.png,edge,-1.599291074,0,3.465828148,0,0,-44.21084251,-4.593902867,-1.978886908,0,-1.963470615,2.621726826,3.751427526
image_94.png,edge,0.564947651,0,2.584923714,0,0,-44.20331545,-3.799330707,-3.802076453,0,-3.424990521,0.617620313,-0.017559142
image_95.png,edge,-4.629750587,0,3.572095187,0,0,-44.19658597,-4.389367069,2.93857273,0,3.469326402,1.377954736,1.624009139
image_96.png,edge,2.663990816,0,3.126778981,0,0,-44.19649707,-4.028174828,-4.872862772,0,-1.143702428,0.845828539,-4.275808092
image_97.png,edge,3.530663021,0,3.56120708,0,0,-44.18693686,-4.788939713,-4.048209462,0,2.850880996,0.545294816,3.570297002
image_98.png,edge,-0.966873039,0,3.324412763,0,0,-44.17465259,-4.013849287,3.815302288,0,4.013689721,4.130702483,2.478362232
image_99.png,edge,3.448804789,0,2.406049403,0,0,-44.17028928,-3.183165577,3.576500494,0,4.46374064,2.547865219,2.683713928
image_100.png,edge,2.732817754,0,3.098947694,0,0,-44.16672764,-2.290815911,1.766944484,0,-4.946147757,0.922269677,-4.5997983
image_101.png,edge,3.559599161,0,3.018743307,0,0,-44.16098275,4.080368498,-0.712937926,0,2.070360731,0.106380682,0.648728043
image_102.png,edge,1.644597368,0,2.957110342,0,0,-44.15252253,-3.368729237,-0.693691127,0,-1.729684459,-2.821336343,-0.380393019
image_103.png,edge,4.689173479,0,2.476062821,0,0,-44.15139962,1.584577918,-0.458111394,0,4.322966995,-3.643071438,-0.34743386
image_104.png,edge,0.206626112,0,2.862007728,0,0,-44.15127658,3.159532992,0.055070925,0,-2.681535655,4.647507231,4.739125199
image_105.png,edge,-2.219270276,0,2.938291112,0,0,-44.13470205,4.711589325,3.955864433,0,-1.274782007,-0.906348546,2.966244243
image_106.png,edge,2.658100257,0,3.31924748,0,0,-44.132049,-1.74521425,4.007593987,0,-4.140687029,0.500123722,-4.61609657
image_107.png,edge,1.904369713,0,2.682398227,0,0,-44.1286552,0.021176606,4.327152589,0,-3.529077295,3.682578901,1.44380384
image_108.png,edge,3.848728907,0,3.199536433,0,0,-44.12182012,-2.134155381,-1.677386904,0,3.371694675,-4.382105535,3.825852607
image_109.png,edge,2.983472346,0,3.655214241,0,0,-44.12057301,-2.014042942,0.330082518,0,-1.737424901,4.379587454,0.378326892
image_110.png,edge,0.720385845,0,2.663175872,0,0,-44.10832808,1.248454975,3.09633385,0,-4.611355028,-3.325413468,2.428335353
image_111.png,edge,-4.516054404,0,2.167089329,0,0,-44.09550913,-1.600439354,-1.189113515,0,-1.081488008,-3.350182433,4.750041633
image_112.png,edge,2.056885305,0,2.273748057,0,0,-44.08464633,2.483445209,1.055813484,0,-3.204586377,-2.641783445,2.906862284
image_113.png,edge,3.697659107,0,2.388700292,0,0,-44.06669179,0.596274805,2.794317117,0,4.00207473,-1.599203525,1.872736967
image_114.png,edge,3.750357903,0,3.811377191,0,0,-44.06243209,0.354010971,0.13558229,0,-3.232121885,-3.07908411,2.909322253
image_115.png,edge,1.6705741,0,2.824908657,0,0,-44.04860628,2.262628502,-3.934446683,0,-4.899824578,1.192672886,3.431984902
image_116.png,edge,-2.325142783,0,3.617563952,0,0,-44.04177473,-1.193012919,-3.051309084,0,-4.628518476,-2.599713176,-2.108280974
image_117.png,edge,3.895520869,0,3.260986364,0,0,-44.03102176,3.237094071,-3.891494876,0,3.916324008,-4.144141186,4.636881471
image_118.png,edge,0.741661157,0,3.801525652,0,0,-44.02517957,-2.229606993,-0.150158987,0,0.900547716,-0.899793635,4.105518767
image_119.png,edge,2.373764364,0,3.217335289,0,0,-44.02514539,-1.020890641,-0.183858348,0,-3.75963857,-4.697034489,-0.191174033
image_120.png,edge,-1.243186259,0,3.285725497,0,0,-44.02045566,-2.462272675,-4.974138276,0,0.279409043,-3.910729861,0.360379431
image_121.png,edge,2.370472114,0,3.521381353,0,0,-44.01933545,3.073089203,2.099005792,0,-3.252407592,0.934357164,-0.102850134
image_122.png,edge,4.913404494,0,2.89646643,0,0,-44.01788064,1.359508799,-3.730559544,0,-0.93622816,-2.738485908,4.362901227
image_123.png,edge,-2.662194082,0,2.259799462,0,0,-44.0170447,-3.023455711,3.003231159,0,-1.722482362,0.072929855,4.916725846
image_124.png,edge,4.892200376,0,2.62668093,0,0,-44.0152085,-0.27622719,-3.714022286,0,1.551963411,-3.337987185,-0.688393786
image_125.png,edge,-1.825984551,0,2.514321277,0,0,-43.98703543,-4.427000431,-0.586810149,0,-4.925264693,0.466940171,-0.437232226
image_126.png,edge,-3.682417885,0,2.384988998,0,0,-43.96900973,-1.417188708,-2.421061351,0,-4.781914818,-0.298082763,4.38518814
image_127.png,edge,-3.995478101,0,3.646830531,0,0,-43.96532246,-0.14781578,4.251634887,0,3.236225115,0.146180879,1.690138473
image_128.png,edge,4.884819839,0,2.066365304,0,0,-43.9628867,-1.539744464,-4.652776651,0,-0.486975554,-2.620629847,-0.901008284
image_129.png,edge,3.673617104,0,2.130532769,0,0,-43.94109633,4.119711557,-1.174387348,0,2.900307469,-3.872940451,4.819022221
image_130.png,edge,-0.546308598,0,3.756488631,0,0,-43.9378046,-1.67536671,-1.850358464,0,4.15286542,-1.588063224,-0.775033222
image_131.png,edge,1.479192279,0,3.98332223,0,0,-43.93753446,4.41345349,0.663346031,0,4.682167036,-2.120428052,-3.607296046
image_132.png,edge,-3.127813703,0,2.860525372,0,0,-43.88783282,-1.583433434,-4.000786994,0,-4.522902579,-1.599246148,-2.394570015
image_133.png,edge,-2.200746043,0,3.004869095,0,0,-43.87990638,-3.354310995,-1.218924469,0,-1.168143686,-3.386403541,-4.894202938
image_134.png,edge,4.584523106,0,2.735191456,0,0,-43.87934722,-0.36427809,4.455038897,0,3.212447127,1.578326659,-3.432320607
image_135.png,edge,0.496728344,0,2.602376852,0,0,-43.87567153,0.069877034,-1.210013455,0,0.050149366,3.41054967,2.307837433
image_136.png,edge,-2.634093452,0,3.879741543,0,0,-43.86581836,2.78688772,-1.375914304,0,-2.196363194,-3.26545439,-2.659743921
image_137.png,edge,-4.617653649,0,2.961120811,0,0,-43.85827404,1.206359112,4.933464016,0,0.572839559,2.48927996,2.09542361
image_138.png,edge,-1.687199947,0,3.097052583,0,0,-43.82791517,-2.570656272,2.71202488,0,-3.876767953,0.138121738,3.605980538
image_139.png,edge,0.825889436,0,3.88997366,0,0,-43.82478002,-1.777866238,-1.593515239,0,-3.622283312,2.433987842,-4.825880208
image_140.png,edge,2.958535377,0,3.538617024,0,0,-43.81134434,-2.12351352,2.741059199,0,-4.483133125,4.711076796,-3.183477222
image_141.png,edge,4.868954698,0,3.719435326,0,0,-43.80187922,-0.88295514,-0.577472713,0,-3.715573727,1.784711048,-4.833797726
image_142.png,edge,3.032385258,0,2.040698029,0,0,-43.79381131,-2.246185036,1.471552667,0,1.387443769,1.65777096,-3.664908235
image_143.png,edge,-1.635012063,0,3.030082597,0,0,-43.78827189,-2.101267839,-1.990982347,0,3.218726338,-2.910624248,4.996521722
image_144.png,edge,0.142021398,0,2.588105767,0,0,-43.76847936,2.722683091,-0.477374557,0,3.971468047,-1.586029731,-1.881904079
image_145.png,edge,-0.373169438,0,2.585138373,0,0,-43.76808938,3.884953168,4.507920258,0,3.601360642,-3.685177024,2.555760383
image_146.png,edge,-1.483305532,0,2.66884803,0,0,-43.76439668,-2.348044187,-4.059396051,0,0.062963557,1.867987989,-4.368580782
image_147.png,edge,-2.778740573,0,2.933155545,0,0,-43.74785829,-4.117769922,-4.597073021,0,1.869814999,4.609252799,2.217583271
image_148.png,edge,3.189199478,0,3.463466792,0,0,-43.7367768,-4.111341146,2.716977949,0,-2.283790551,3.043162791,-0.591263692
image_149.png,edge,3.814859978,0,3.946012419,0,0,-43.71987574,-1.564847103,-4.983698004,0,-4.598133492,4.308314092,-0.232817051
image_150.png,edge,-1.638090609,0,3.911672113,0,0,-43.71649314,2.73278813,-1.400472652,0,4.489672093,2.155338445,0.725615961
image_151.png,edge,2.459851677,0,3.205414262,0,0,-43.71283139,-3.576128203,0.345806923,0,0.832406444,4.580397424,-0.98569609
image_152.png,edge,-1.469093046,0,2.842795527,0,0,-43.70359431,2.437557998,-1.333640773,0,-2.008203038,-4.636688427,1.985136165
image_153.png,edge,-3.435104868,0,3.870387137,0,0,-43.69929311,1.014176666,2.080665534,0,-1.049702644,-3.970711469,0.832830908
image_154.png,edge,-4.633325681,0,2.050204271,0,0,-43.69636012,-1.337517287,2.63838616,0,-3.47070355,-0.017262367,-0.323619881
image_155.png,edge,4.259769227,0,2.494424406,0,0,-43.68289656,-4.108964134,-1.429006229,0,1.062880769,1.509035888,0.084680232
image_156.png,edge,-4.449028653,0,3.169272861,0,0,-43.6761433,1.249277705,0.003890127,0,3.944885703,3.079541539,-3.966924326
image_157.png,edge,-3.589758881,0,2.436668033,0,0,-43.67580168,-4.013442758,0.1045429,0,1.494898404,-1.394484697,1.949208231
image_158.png,edge,4.748310712,0,2.811904077,0,0,-43.67130257,4.423189606,-3.657495079,0,4.966072891,0.960129658,-1.836061768
image_159.png,edge,-2.617636214,0,2.458243924,0,0,-43.662173,3.934518403,2.081950898,0,-2.853826846,1.159608017,-2.47041164
image_160.png,edge,-2.691193913,0,3.356136157,0,0,-43.66029245,2.606529889,-4.864523134,0,2.927424032,-0.336227821,4.58690208
image_161.png,edge,-2.223711414,0,3.613580753,0,0,-43.6465975,3.743045768,-3.140489068,0,0.301119114,1.450874365,-4.139595146
image_162.png,edge,-2.495066444,0,2.057491745,0,0,-43.64594217,-2.754568921,2.299588001,0,-4.708430869,-3.376972705,-0.455673947
image_163.png,edge,2.353328366,0,3.938658294,0,0,-43.6355491,1.120723198,0.972179033,0,-3.446780273,4.613125701,-2.51801662
image_164.png,edge,-4.915282915,0,3.912283908,0,0,-43.63550858,0.578309347,-0.839656112,0,-1.627791004,1.171092336,1.629415753
image_165.png,edge,-4.353829176,0,3.875319802,0,0,-43.61596675,-3.027947574,-2.549580445,0,-4.259426382,0.315607322,-4.339241958
image_166.png,edge,2.417954947,0,3.924385916,0,0,-43.61194499,-4.881576568,-1.607617519,0,4.37094638,3.55650866,0.97352392
image_167.png,edge,2.471341175,0,3.827918468,0,0,-43.59775924,-1.89137384,-3.746323145,0,1.43440912,1.109322517,-0.969671434
image_168.png,edge,-3.9594758,0,2.623776306,0,0,-43.59639801,-3.549446167,-2.754874093,0,2.588146391,4.492601075,3.150133263
image_169.png,edge,-2.969745298,0,3.87748649,0,0,-43.5816763,1.332594917,-4.964537066,0,1.896619815,-0.851931851,4.592772153
image_170.png,edge,0.443428143,0,3.11733282,0,0,-43.57308,4.41305417,-1.428741015,0,-4.273926016,2.180063257,-2.657973033
image_171.png,edge,0.660851684,0,2.546534252,0,0,-43.55980846,-2.090501136,3.297582289,0,0.692856528,-3.291323069,2.753683581
image_172.png,edge,-2.561731123,0,2.934324636,0,0,-43.55726866,-0.695146716,-4.639105591,0,0.065113219,1.433036435,-1.943277332
image_173.png,edge,2.024838688,0,2.073501041,0,0,-43.55608848,0.402425149,-2.823952795,0,3.8725483,-1.133649411,-3.166303218
image_174.png,edge,0.423109667,0,3.473789899,0,0,-43.54795559,1.033833925,-1.927410319,0,4.821500591,-2.014002761,3.595136112
image_175.png,edge,3.825204075,0,2.933630997,0,0,-43.54780198,2.14409711,-2.881263259,0,3.545749934,1.391467126,1.162851915
image_176.png,edge,-3.394940966,0,3.84796944,0,0,-43.54622391,4.36492877,4.749719968,0,1.817902099,-0.089427848,2.085242611
image_177.png,edge,-4.326308653,0,2.973329451,0,0,-43.54447882,3.904360263,0.336693162,0,-1.232525155,4.325771248,4.954256379
image_178.png,edge,-2.195737257,0,2.156297489,0,0,-43.54360953,3.06704981,-1.983949751,0,-3.277502793,2.713110937,-1.900790335
image_179.png,edge,1.696686657,0,3.311404078,0,0,-43.50784544,-4.042406566,2.134864623,0,-2.405167389,-4.529337602,-4.800122245
image_180.png,edge,3.097785182,0,2.726223144,0,0,-43.50539036,3.6222454,-2.720560136,0,3.608834054,-1.759997316,0.996285722
image_181.png,edge,-0.370280357,0,3.281297932,0,0,-43.49246619,-4.518744426,2.250365564,0,0.740663577,3.425679087,-4.959401743
image_182.png,edge,-2.809463911,0,2.462860851,0,0,-43.4626326,-4.626012716,0.985109259,0,2.017585239,3.155112799,4.451801672
image_183.png,edge,4.780852163,0,2.574181917,0,0,-43.45967441,-4.201592555,-0.790869478,0,1.566214334,-1.136531858,-1.16060347
image_184.png,edge,-1.263576973,0,3.860963595,0,0,-43.45502661,1.147729622,-3.424307434,0,2.186879373,4.742331466,-2.148714601
image_185.png,edge,2.914931324,0,2.091519079,0,0,-43.44342427,-0.047105477,-3.403277556,0,1.885152501,0.693511955,2.853971557
image_186.png,edge,4.009942414,0,3.585984917,0,0,-43.42894863,3.051036531,0.405321558,0,-3.332428146,1.993225097,-4.639765999
image_187.png,edge,0.88875635,0,3.999395087,0,0,-43.42616116,-1.491293345,-3.915623305,0,3.903671745,3.194491455,4.338179446
image_188.png,edge,2.357951499,0,3.027506497,0,0,-43.41857275,3.775935476,0.977771425,0,-4.044180728,-1.568304179,4.699096561
image_189.png,edge,1.951566555,0,2.820412319,0,0,-43.41674327,1.842931662,-3.257580875,0,-2.280759201,-2.076202692,4.563746524
image_190.png,edge,3.421662548,0,3.044247149,0,0,-43.41603213,2.124477277,-4.946147256,0,2.86040356,-4.307325144,2.598347994
image_191.png,edge,-4.174662712,0,3.810435036,0,0,-43.40767158,4.194384743,0.55790337,0,-2.180940952,0.454872896,0.295651536
image_192.png,edge,-3.115361015,0,3.880413553,0,0,-43.39491997,4.46106985,-2.464329658,0,-2.570211014,-4.009971016,-0.026725161
image_193.png,edge,-4.692717659,0,3.707701672,0,0,-43.39473679,-1.127132593,-2.953174669,0,2.572538377,4.175462202,-3.881060794
image_194.png,edge,2.490142282,0,2.602701888,0,0,-43.3817983,2.934697171,1.707251181,0,2.444923693,1.323279804,3.729376096
image_195.png,edge,2.715251591,0,3.982290659,0,0,-43.36028009,3.407027193,-1.554347523,0,-1.48925026,2.174696488,-1.19884247
image_196.png,edge,-3.328948372,0,3.365349095,0,0,-43.33516153,1.517405162,0.070968497,0,2.675357762,-1.048131007,-0.214364406
image_197.png,edge,0.23958083,0,2.759347507,0,0,-43.33474414,0.600025331,4.379827143,0,4.170074233,3.134167636,-3.034069384
image_198.png,edge,-2.015287854,0,3.244636922,0,0,-43.31347014,2.807473252,4.522766976,0,-0.880011042,-2.33608395,2.568478042
image_199.png,edge,-2.377326368,0,2.750509564,0,0,-43.31208807,3.780342943,4.031305655,0,-0.253799133,-1.181988027,-1.623904365
